CustomerID,Name,Email,SignupDate,Country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Cell,RFM_Score,Cluster,Customer_Segment
C0678,Ananya Choudhury,ananya.choudhury74@example.com,2025-05-27,United States,64,15,4844.57,3,5,5,355,13,3,Champions
C0679,Sunita Mukherjee,sunita.mukherjee64@example.com,2025-12-26,United States,54,3,192.84,3,3,2,332,8,0,At Risk Customers
C0680,Anil White,anil.white88@example.com,2025-03-20,India,154,7,1144.73,2,5,5,255,12,0,At Risk Customers
C0681,David Singh,david.singh75@example.com,2025-04-15,Singapore,52,4,602.36,3,3,4,334,10,0,At Risk Customers
C0682,Neha White,neha.white51@example.com,2025-07-20,United States,336,1,39.39,1,1,1,111,3,2,Lost Customers
C0683,Arjun Martinez,arjun.martinez99@example.com,2025-08-12,United Kingdom,160,6,921.6,2,4,4,244,10,0,At Risk Customers
C0684,James Mehta,james.mehta41@example.com,2025-02-14,Canada,108,7,1284.93,2,5,5,255,12,0,At Risk Customers
C0685,Kabir Mishra,kabir.mishra88@example.com,2025-11-08,India,234,3,255.29,1,3,3,133,7,0,At Risk Customers
C0686,Rohan Rao,rohan.rao11@example.com,2025-12-29,India,49,3,193.26,3,3,2,332,8,0,At Risk Customers
C0687,Aarav Smith,aarav.smith73@example.com,2025-06-27,United States,78,4,290.13,3,3,3,333,9,0,At Risk Customers
C0688,Emily Smith,emily.smith57@example.com,2025-03-06,United Kingdom,18,9,1736.03,5,5,5,555,15,3,Champions
C0689,Michael Rao,michael.rao13@example.com,2025-06-21,Germany,8,13,4570.55,5,5,5,555,15,3,Champions
C0690,Michael Jackson,michael.jackson18@example.com,2025-05-15,United Kingdom,191,2,175.62,1,2,2,122,5,2,Lost Customers
C0691,Gita Patel,gita.patel73@example.com,2025-08-22,United States,78,2,104.93,3,2,2,322,7,2,Lost Customers
C0692,Ananya Anderson,ananya.anderson82@example.com,2025-03-27,India,133,4,333.83,2,3,4,234,9,0,At Risk Customers
C0693,Emily Joshi,emily.joshi83@example.com,2025-12-12,United Kingdom,74,1,47.03,3,1,1,311,5,2,Lost Customers
C0694,Vikram Thomas,vikram.thomas10@example.com,2025-01-23,France,134,3,237.32,2,3,3,233,8,0,At Risk Customers
C0695,Aarav Garcia,aarav.garcia15@example.com,2025-08-30,India,25,1,67.92,4,1,1,411,6,2,Lost Customers
C0696,Neha Johnson,neha.johnson14@example.com,2025-10-11,Germany,39,15,5455.67,4,5,5,455,14,3,Champions
C0697,Thomas Jones,thomas.jones51@example.com,2025-05-08,United States,45,3,191.09,3,3,2,332,8,0,At Risk Customers
C0698,John Davis,john.davis19@example.com,2025-10-20,India,15,16,4483.75,5,5,5,555,15,3,Champions
C0699,Sunita Mehta,sunita.mehta32@example.com,2025-04-25,Germany,374,1,36.01,1,1,1,111,3,2,Lost Customers
C0700,Amit Choudhury,amit.choudhury18@example.com,2025-08-27,France,33,3,185.39000000000001,4,3,2,432,9,1,Loyalists
C0701,David Kumar,david.kumar21@example.com,2025-10-11,United States,27,3,218.39000000000001,4,3,3,433,10,1,Loyalists
C0702,Karen Williams,karen.williams47@example.com,2025-10-16,Germany,219,1,38.09,1,1,1,111,3,2,Lost Customers
C0703,Kiran Garcia,kiran.garcia69@example.com,2025-07-08,United States,34,4,238.44,4,3,3,433,10,1,Loyalists
C0704,Priya Williams,priya.williams79@example.com,2026-01-25,Germany,113,1,16.05,2,1,1,211,4,2,Lost Customers
C0705,Neha Sharma,neha.sharma62@example.com,2025-01-13,India,218,4,320.03,1,3,4,134,8,0,At Risk Customers
C0706,Robert Sharma,robert.sharma52@example.com,2025-01-01,Germany,456,1,11.27,1,1,1,111,3,2,Lost Customers
C0707,William Martinez,william.martinez23@example.com,2025-04-16,United States,150,5,794.95,2,4,4,244,10,0,At Risk Customers
C0708,James Mukherjee,james.mukherjee72@example.com,2025-01-31,Singapore,23,5,243.26000000000002,4,4,3,443,11,1,Loyalists
C0709,Neha Davis,neha.davis21@example.com,2025-01-23,Canada,50,5,267.43,3,4,3,343,10,0,At Risk Customers
C0710,Vijay Mukherjee,vijay.mukherjee99@example.com,2025-07-10,United States,106,1,14.85,2,1,1,211,4,2,Lost Customers
C0711,Diya Thompson,diya.thompson22@example.com,2025-09-16,India,145,1,29.06,2,1,1,211,4,2,Lost Customers
C0712,Lisa Patel,lisa.patel85@example.com,2025-10-18,India,91,5,445.01,2,4,4,244,10,0,At Risk Customers
C0713,Meera Garcia,meera.garcia47@example.com,2025-05-14,France,255,3,199.17,1,3,2,132,6,0,At Risk Customers
C0714,Lisa Kumar,lisa.kumar50@example.com,2025-08-20,India,9,15,5013.15,5,5,5,555,15,3,Champions
C0715,Arjun Williams,arjun.williams27@example.com,2026-02-04,Germany,125,5,288.5,2,4,3,243,9,0,At Risk Customers
C0716,Isha Reddy,isha.reddy23@example.com,2025-03-26,United States,22,3,200.92000000000002,4,3,2,432,9,1,Loyalists
C0717,John Mukherjee,john.mukherjee25@example.com,2025-10-02,India,111,4,245.39999999999998,2,3,3,233,8,0,At Risk Customers
C0718,Tanvi Chatterjee,tanvi.chatterjee49@example.com,2025-08-26,India,69,3,109.44999999999999,3,3,2,332,8,0,At Risk Customers
C0719,Kabir Singh,kabir.singh30@example.com,2026-02-18,United Kingdom,63,5,461.89,3,4,4,344,11,0,At Risk Customers
C0720,Sanjay Gupta,sanjay.gupta37@example.com,2025-06-17,India,221,4,405.67,1,3,4,134,8,0,At Risk Customers
C0721,James Roy,james.roy60@example.com,2025-09-20,India,126,4,300.48,2,3,3,233,8,0,At Risk Customers
C0722,David Miller,david.miller32@example.com,2025-01-16,Australia,294,1,36.7,1,1,1,111,3,2,Lost Customers
C0723,Richard Harris,richard.harris80@example.com,2025-05-08,India,16,1,66.33,5,1,1,511,7,1,Loyalists
C0724,Isha Nair,isha.nair25@example.com,2025-01-07,India,18,5,449.79,5,4,4,544,13,1,Loyalists
C0725,Vikram Nair,vikram.nair35@example.com,2025-07-25,India,6,4,270.03999999999996,5,3,3,533,11,1,Loyalists
C0726,Diya Thompson,diya.thompson85@example.com,2025-05-13,Canada,59,14,4017.35,3,5,5,355,13,3,Champions
C0727,Arjun Verma,arjun.verma18@example.com,2025-04-12,Canada,79,3,219.14000000000001,3,3,3,333,9,0,At Risk Customers
C0728,Richard Nair,richard.nair21@example.com,2026-02-19,India,61,2,145.61,3,2,2,322,7,0,At Risk Customers
C0729,Amit Mishra,amit.mishra16@example.com,2025-03-28,Canada,31,8,1336.57,4,5,5,455,14,3,Champions
C0730,Sandra Choudhury,sandra.choudhury73@example.com,2025-01-16,India,391,2,61.89,1,2,1,121,4,2,Lost Customers
C0731,Sandra Johnson,sandra.johnson55@example.com,2025-04-20,Canada,17,2,183.95999999999998,5,2,2,522,9,1,Loyalists
C0732,Michael Davis,michael.davis67@example.com,2025-03-18,India,55,2,205.3,3,2,2,322,7,0,At Risk Customers
C0733,Kiran King,kiran.king41@example.com,2025-11-28,India,13,4,300.53,5,3,3,533,11,1,Loyalists
C0734,Thomas Harris,thomas.harris71@example.com,2025-02-01,India,100,8,1081.1200000000001,2,5,5,255,12,3,Champions
C0735,William Nair,william.nair63@example.com,2025-04-13,United States,144,3,199.91,2,3,2,232,7,0,At Risk Customers
C0736,Vijay Garcia,vijay.garcia90@example.com,2026-02-15,United States,33,3,222.06,4,3,3,433,10,1,Loyalists
C0737,Aditya Das,aditya.das55@example.com,2025-09-03,United States,270,3,320.73,1,3,4,134,8,0,At Risk Customers
C0738,Priya Roy,priya.roy82@example.com,2025-09-15,India,46,4,261.8,3,3,3,333,9,0,At Risk Customers
C0739,Michael Johnson,michael.johnson13@example.com,2025-06-13,United States,91,5,314.31,2,4,3,243,9,0,At Risk Customers
C0740,Aditya Davis,aditya.davis17@example.com,2026-02-19,Singapore,36,9,1050.06,4,5,5,455,14,3,Champions
C0741,Vijay Roy,vijay.roy84@example.com,2025-04-30,Singapore,52,4,186.72,3,3,2,332,8,0,At Risk Customers
C0742,Isha Garcia,isha.garcia94@example.com,2025-05-04,India,77,5,315.48,3,4,3,343,10,0,At Risk Customers
C0743,Ananya Jones,ananya.jones83@example.com,2026-02-13,India,133,2,148.01,2,2,2,222,6,2,Lost Customers
C0744,Rohan Johnson,rohan.johnson40@example.com,2025-10-31,India,32,1,74.19,4,1,1,411,6,2,Lost Customers
C0745,Robert Thompson,robert.thompson13@example.com,2025-12-27,United Kingdom,25,2,163.15,4,2,2,422,8,1,Loyalists
C0746,Gita Martin,gita.martin28@example.com,2025-10-16,Australia,32,8,990.01,4,5,5,455,14,3,Champions
C0747,Priya White,priya.white49@example.com,2025-03-31,United States,29,4,708.71,4,3,4,434,11,1,Loyalists
C0748,Diya Mehta,diya.mehta39@example.com,2025-11-05,India,4,5,425.61,5,4,4,544,13,1,Loyalists
C0749,Vijay Taylor,vijay.taylor10@example.com,2025-06-19,Canada,145,5,364.14,2,4,4,244,10,0,At Risk Customers
C0750,Siddharth Nair,siddharth.nair53@example.com,2026-01-03,India,106,3,253.83999999999997,2,3,3,233,8,0,At Risk Customers
C0751,John Mehta,john.mehta12@example.com,2025-03-17,United States,12,7,1200.7,5,5,5,555,15,3,Champions
C0752,Neha Rao,neha.rao77@example.com,2025-07-06,Australia,51,3,209.94,3,3,2,332,8,0,At Risk Customers
C0753,Karen Choudhury,karen.choudhury85@example.com,2025-02-21,India,59,5,330.9,3,4,4,344,11,0,At Risk Customers
C0754,John Nair,john.nair30@example.com,2026-01-10,Australia,17,8,1189.42,5,5,5,555,15,3,Champions
C0755,Priya Kumar,priya.kumar32@example.com,2025-12-29,Australia,137,2,98.3,2,2,2,222,6,2,Lost Customers
C0756,Kiran Roy,kiran.roy38@example.com,2025-12-07,United States,55,3,327.27,3,3,4,334,10,0,At Risk Customers
C0757,Rohan Das,rohan.das49@example.com,2026-01-11,United Kingdom,80,4,267.41,3,3,3,333,9,0,At Risk Customers
C0758,Meera Johnson,meera.johnson10@example.com,2025-12-26,Australia,1,10,1796.69,5,5,5,555,15,3,Champions
C0759,Lisa Martin,lisa.martin14@example.com,2025-04-04,United States,92,4,266.98,2,3,3,233,8,0,At Risk Customers
C0760,Kiran Jones,kiran.jones91@example.com,2025-10-17,India,89,1,36.07,3,1,1,311,5,2,Lost Customers
C0761,Priya Reddy,priya.reddy52@example.com,2026-01-17,India,140,1,31.21,2,1,1,211,4,2,Lost Customers
C0762,Robert Kumar,robert.kumar31@example.com,2025-11-22,Canada,66,2,170.24,3,2,2,322,7,0,At Risk Customers
C0763,Diya Sen,diya.sen67@example.com,2025-01-06,India,205,2,115.31,1,2,2,122,5,2,Lost Customers
C0764,James Patel,james.patel54@example.com,2025-05-12,Germany,304,1,75.27,1,1,1,111,3,2,Lost Customers
C0765,Aarav Mehta,aarav.mehta59@example.com,2025-08-13,United Kingdom,173,10,1283.45,1,5,5,155,11,3,Champions
C0766,Pranav Mukherjee,pranav.mukherjee73@example.com,2025-07-13,India,36,2,132.23,4,2,2,422,8,1,Loyalists
C0767,William Joshi,william.joshi71@example.com,2026-02-08,France,36,7,946.03,4,5,4,454,13,3,Champions
C0768,Vikram Smith,vikram.smith67@example.com,2025-02-07,Germany,295,2,161.29,1,2,2,122,5,2,Lost Customers
C0769,Amit Rodriguez,amit.rodriguez12@example.com,2025-06-13,India,29,10,3257.53,4,5,5,455,14,3,Champions
C0770,Isha Patel,isha.patel53@example.com,2025-03-29,Canada,171,5,341.03000000000003,1,4,4,144,9,0,At Risk Customers
C0771,Pranav Patel,pranav.patel80@example.com,2025-02-17,India,59,8,1258.6,3,5,5,355,13,3,Champions
C0772,Kiran Taylor,kiran.taylor13@example.com,2025-08-09,Australia,16,4,223.60999999999999,5,3,3,533,11,1,Loyalists
C0773,Pranav Young,pranav.young65@example.com,2025-03-22,India,48,6,1067.1,3,4,5,345,12,3,Champions
C0774,Jessica Brown,jessica.brown34@example.com,2025-07-29,United Kingdom,317,1,30.95,1,1,1,111,3,2,Lost Customers
C0775,Anil Miller,anil.miller94@example.com,2025-05-25,India,5,8,1308.6399999999999,5,5,5,555,15,3,Champions
C0776,Isha Mehta,isha.mehta60@example.com,2025-10-20,United States,11,5,347.63,5,4,4,544,13,1,Loyalists
C0777,Priya Reddy,priya.reddy16@example.com,2025-07-04,India,299,1,67.62,1,1,1,111,3,2,Lost Customers
C0778,Diya Rodriguez,diya.rodriguez94@example.com,2025-11-17,United States,18,4,261.68,5,3,3,533,11,1,Loyalists
C0779,Siddharth Joshi,siddharth.joshi13@example.com,2025-04-16,India,198,2,163.34,1,2,2,122,5,2,Lost Customers
C0780,Sarah Singh,sarah.singh70@example.com,2025-03-01,India,180,4,252.8,1,3,3,133,7,0,At Risk Customers
C0781,Lisa Taylor,lisa.taylor72@example.com,2025-12-05,India,4,5,295.76,5,4,3,543,12,1,Loyalists
C0782,Anil Das,anil.das33@example.com,2025-07-09,Canada,3,10,1959.04,5,5,5,555,15,3,Champions
C0783,Karen Johnson,karen.johnson67@example.com,2025-01-23,India,152,2,128.37,2,2,2,222,6,2,Lost Customers
C0784,Ashley Miller,ashley.miller38@example.com,2025-05-18,United States,13,5,317.49,5,4,3,543,12,1,Loyalists
C0785,Neha Joshi,neha.joshi20@example.com,2025-12-09,India,35,3,220.51999999999998,4,3,3,433,10,1,Loyalists
C0786,Anil Mukherjee,anil.mukherjee85@example.com,2025-04-27,United States,177,3,158.89,1,3,2,132,6,0,At Risk Customers
C0787,William Jackson,william.jackson63@example.com,2025-10-02,United Kingdom,31,1,22.16,4,1,1,411,6,2,Lost Customers
C0788,Rajesh Martin,rajesh.martin40@example.com,2025-09-01,India,39,4,208.19,4,3,2,432,9,0,At Risk Customers
C0789,Lisa Gupta,lisa.gupta74@example.com,2025-10-20,Canada,87,2,204.51,3,2,2,322,7,0,At Risk Customers
C0790,Gita King,gita.king28@example.com,2025-03-03,Australia,328,2,121.24000000000001,1,2,2,122,5,2,Lost Customers
C0791,Richard Johnson,richard.johnson31@example.com,2025-04-19,Germany,155,1,62.32,2,1,1,211,4,2,Lost Customers
C0792,Meera Gupta,meera.gupta64@example.com,2025-02-10,Singapore,299,3,204.10999999999999,1,3,2,132,6,0,At Risk Customers
C0793,Sandra Williams,sandra.williams90@example.com,2025-03-17,France,92,10,1642.06,2,5,5,255,12,3,Champions
C0794,Emily Kumar,emily.kumar18@example.com,2025-02-14,India,45,12,3649.97,3,5,5,355,13,3,Champions
C0795,Lisa Harris,lisa.harris51@example.com,2025-05-22,United States,146,4,399.81,2,3,4,234,9,0,At Risk Customers
C0796,Aarav King,aarav.king85@example.com,2025-09-25,Germany,93,2,127.05000000000001,2,2,2,222,6,2,Lost Customers
C0797,Kabir Mukherjee,kabir.mukherjee29@example.com,2025-03-17,United States,38,4,674.8199999999999,4,3,4,434,11,0,At Risk Customers
C0798,Deepak Joshi,deepak.joshi23@example.com,2025-10-16,Germany,17,2,102.2,5,2,2,522,9,1,Loyalists
C0799,Sarah White,sarah.white54@example.com,2025-07-30,India,312,1,67.75,1,1,1,111,3,2,Lost Customers
C0800,Priya Martin,priya.martin87@example.com,2025-08-31,India,14,20,6789.59,5,5,5,555,15,3,Champions
C0801,Michael Choudhury,michael.choudhury28@example.com,2025-11-13,United States,214,2,105.77,1,2,2,122,5,2,Lost Customers
C0802,Lisa Gupta,lisa.gupta60@example.com,2025-06-19,United Kingdom,34,5,398.36,4,4,4,444,12,1,Loyalists
C0803,Ananya Taylor,ananya.taylor44@example.com,2025-07-10,India,292,1,50.19,1,1,1,111,3,2,Lost Customers
C0804,David Martinez,david.martinez45@example.com,2025-09-09,France,124,4,293.16,2,3,3,233,8,0,At Risk Customers
C0805,Isha Jones,isha.jones27@example.com,2025-06-03,Singapore,140,4,615.3,2,3,4,234,9,0,At Risk Customers
C0806,Richard Kumar,richard.kumar44@example.com,2026-01-09,United States,4,4,710.8199999999999,5,3,4,534,12,1,Loyalists
C0807,Diya Williams,diya.williams66@example.com,2025-04-19,Canada,110,1,60.15,2,1,1,211,4,2,Lost Customers
C0808,Thomas Anderson,thomas.anderson76@example.com,2025-07-11,Germany,104,4,233.43,2,3,3,233,8,0,At Risk Customers
C0809,Sunita Smith,sunita.smith18@example.com,2025-06-09,United Kingdom,388,1,60.61,1,1,1,111,3,2,Lost Customers
C0810,Lisa Nair,lisa.nair77@example.com,2025-10-19,India,21,2,156.92000000000002,4,2,2,422,8,1,Loyalists
C0811,Siddharth Williams,siddharth.williams17@example.com,2025-05-08,India,81,3,137.44,3,3,2,332,8,0,At Risk Customers
C0812,Ananya Bose,ananya.bose35@example.com,2025-05-21,India,314,1,38.9,1,1,1,111,3,2,Lost Customers
C0813,Ashley Thomas,ashley.thomas60@example.com,2025-11-22,Canada,50,5,319.4,3,4,3,343,10,0,At Risk Customers
C0814,Aditya Garcia,aditya.garcia57@example.com,2025-09-08,United States,75,4,283.8,3,3,3,333,9,0,At Risk Customers
C0815,Rohan Taylor,rohan.taylor85@example.com,2025-10-10,India,6,10,2889.94,5,5,5,555,15,3,Champions
C0816,Pranav Miller,pranav.miller98@example.com,2025-02-16,India,111,5,759.33,2,4,4,244,10,0,At Risk Customers
C0817,William Mehta,william.mehta30@example.com,2025-10-20,Germany,192,1,69.65,1,1,1,111,3,2,Lost Customers
C0818,Tanvi Jones,tanvi.jones92@example.com,2025-04-26,United Kingdom,294,2,152.12,1,2,2,122,5,2,Lost Customers
C0819,Michael Mukherjee,michael.mukherjee75@example.com,2025-01-11,France,15,4,389.07,5,3,4,534,12,1,Loyalists
C0820,Aarav Taylor,aarav.taylor26@example.com,2025-11-28,India,13,18,7070.2,5,5,5,555,15,3,Champions
C0821,Aarav Jones,aarav.jones42@example.com,2025-11-08,Germany,158,1,10.18,2,1,1,211,4,2,Lost Customers
C0822,David Davis,david.davis64@example.com,2025-07-12,France,147,3,267.02,2,3,3,233,8,0,At Risk Customers
C0823,Ashley Miller,ashley.miller37@example.com,2025-08-27,India,22,5,388.84000000000003,4,4,4,444,12,1,Loyalists
C0824,Vijay King,vijay.king60@example.com,2025-10-27,India,39,5,374.31,4,4,4,444,12,0,At Risk Customers
C0825,Sunita Bose,sunita.bose81@example.com,2025-11-28,United States,27,8,2733.19,4,5,5,455,14,3,Champions
C0826,Sarah Martinez,sarah.martinez97@example.com,2025-02-25,United States,87,4,260.72,3,3,3,333,9,0,At Risk Customers
C0827,Jessica Davis,jessica.davis91@example.com,2025-06-16,France,3,5,272.01,5,4,3,543,12,1,Loyalists
C0828,Emily Martinez,emily.martinez34@example.com,2025-03-18,United States,160,5,348.8,2,4,4,244,10,0,At Risk Customers
C0829,James Mehta,james.mehta86@example.com,2025-07-26,United Kingdom,57,1,27.98,3,1,1,311,5,2,Lost Customers
C0830,Meera Verma,meera.verma93@example.com,2025-09-12,Singapore,233,1,71.34,1,1,1,111,3,2,Lost Customers
C0831,Emily Mukherjee,emily.mukherjee61@example.com,2025-07-18,United Kingdom,66,10,1585.45,3,5,5,355,13,3,Champions
C0832,Deepak Martin,deepak.martin34@example.com,2025-06-25,United Kingdom,7,10,3413.35,5,5,5,555,15,3,Champions
C0833,Vikram White,vikram.white91@example.com,2026-02-06,United States,1,4,447.09000000000003,5,3,4,534,12,1,Loyalists
C0834,Robert Thomas,robert.thomas48@example.com,2025-03-29,France,115,4,321.36,2,3,4,234,9,0,At Risk Customers
C0835,Suresh Johnson,suresh.johnson47@example.com,2025-02-19,United States,177,1,28.17,1,1,1,111,3,2,Lost Customers
C0836,Emily Harris,emily.harris33@example.com,2025-12-15,Canada,53,1,57.0,3,1,1,311,5,2,Lost Customers
C0837,Diya Jones,diya.jones55@example.com,2025-04-25,United Kingdom,107,1,36.83,2,1,1,211,4,2,Lost Customers
C0838,David Mukherjee,david.mukherjee52@example.com,2025-07-10,India,184,1,63.09,1,1,1,111,3,2,Lost Customers
C0839,Sarah Mishra,sarah.mishra25@example.com,2025-08-29,India,28,7,1044.73,4,5,5,455,14,3,Champions
C0840,Deepak Thompson,deepak.thompson89@example.com,2025-02-06,United States,148,4,326.47,2,3,4,234,9,0,At Risk Customers
C0841,Siddharth Thomas,siddharth.thomas25@example.com,2025-12-15,India,68,4,237.87,3,3,3,333,9,0,At Risk Customers
C0842,David Mukherjee,david.mukherjee16@example.com,2025-03-19,India,33,8,1164.94,4,5,5,455,14,3,Champions
C0843,Siddharth Sen,siddharth.sen62@example.com,2025-10-19,Canada,68,4,278.71000000000004,3,3,3,333,9,0,At Risk Customers
C0844,Ashley Reddy,ashley.reddy50@example.com,2026-01-02,India,169,2,170.81,1,2,2,122,5,2,Lost Customers
C0845,Diya Anderson,diya.anderson52@example.com,2025-11-20,Singapore,40,3,226.56,4,3,3,433,10,1,Loyalists
C0846,John Mehta,john.mehta10@example.com,2025-08-20,India,147,1,52.47,2,1,1,211,4,2,Lost Customers
C0847,Pranav Martin,pranav.martin30@example.com,2025-09-08,Germany,64,3,215.54,3,3,3,333,9,0,At Risk Customers
C0848,Diya Nair,diya.nair88@example.com,2025-08-11,United States,282,4,278.99,1,3,3,133,7,0,At Risk Customers
C0849,Lisa Banerjee,lisa.banerjee71@example.com,2025-07-16,India,2,5,197.95,5,4,2,542,11,1,Loyalists
C0850,Anil Williams,anil.williams57@example.com,2025-01-08,Canada,120,2,116.68,2,2,2,222,6,2,Lost Customers
C0851,Vijay Williams,vijay.williams12@example.com,2025-12-13,India,16,3,205.07999999999998,5,3,2,532,10,1,Loyalists
C0852,James Jones,james.jones98@example.com,2025-06-26,India,41,2,167.87,4,2,2,422,8,1,Loyalists
C0853,Isha Das,isha.das74@example.com,2025-10-29,India,2,3,102.53,5,3,2,532,10,1,Loyalists
C0854,Arjun Gupta,arjun.gupta48@example.com,2025-05-29,United States,23,9,1323.67,4,5,5,455,14,3,Champions
C0855,Vijay Young,vijay.young77@example.com,2025-06-22,United States,84,2,170.99,3,2,2,322,7,0,At Risk Customers
C0856,Meera Sen,meera.sen72@example.com,2025-07-03,Germany,223,2,179.63,1,2,2,122,5,2,Lost Customers
C0857,Pranav Choudhury,pranav.choudhury12@example.com,2025-04-27,India,181,2,87.25,1,2,1,121,4,2,Lost Customers
C0858,Meera Brown,meera.brown12@example.com,2025-10-29,United States,88,5,734.4100000000001,3,4,4,344,11,0,At Risk Customers
C0859,Kabir Bose,kabir.bose93@example.com,2026-02-10,India,32,5,700.28,4,4,4,444,12,1,Loyalists
C0860,Emily White,emily.white89@example.com,2025-01-25,United States,64,4,299.48,3,3,3,333,9,0,At Risk Customers
C0861,Ananya Joshi,ananya.joshi93@example.com,2025-01-11,India,206,1,29.45,1,1,1,111,3,2,Lost Customers
C0862,Kabir Mukherjee,kabir.mukherjee66@example.com,2025-07-14,India,309,1,51.67,1,1,1,111,3,2,Lost Customers
C0863,Emily Taylor,emily.taylor99@example.com,2025-03-20,India,60,3,181.89999999999998,3,3,2,332,8,0,At Risk Customers
C0864,Aarav Martinez,aarav.martinez63@example.com,2025-12-05,India,42,1,69.85,4,1,1,411,6,2,Lost Customers
C0865,Vijay Davis,vijay.davis89@example.com,2025-11-07,United Kingdom,26,3,224.74,4,3,3,433,10,1,Loyalists
C0866,Thomas Joshi,thomas.joshi75@example.com,2026-01-04,United States,60,3,292.15999999999997,3,3,3,333,9,0,At Risk Customers
C0867,Sarah Rao,sarah.rao23@example.com,2025-09-12,India,15,3,177.95000000000002,5,3,2,532,10,1,Loyalists
C0868,Siddharth Miller,siddharth.miller76@example.com,2025-04-14,India,229,4,778.5,1,3,4,134,8,0,At Risk Customers
C0869,Thomas Rodriguez,thomas.rodriguez30@example.com,2025-01-21,United States,5,12,3870.18,5,5,5,555,15,3,Champions
C0870,Tanvi Taylor,tanvi.taylor52@example.com,2025-05-01,India,35,3,233.84,4,3,3,433,10,1,Loyalists
C0871,Diya Rao,diya.rao83@example.com,2025-12-09,United States,28,2,157.23000000000002,4,2,2,422,8,1,Loyalists
C0872,Diya Thomas,diya.thomas19@example.com,2026-01-06,United Kingdom,14,7,1008.02,5,5,5,555,15,3,Champions
C0873,Emily Jones,emily.jones68@example.com,2025-06-01,India,148,1,35.29,2,1,1,211,4,2,Lost Customers
C0874,Ananya Joshi,ananya.joshi32@example.com,2025-01-21,France,35,7,824.2,4,5,4,454,13,3,Champions
C0875,Karen Kumar,karen.kumar64@example.com,2026-01-14,India,9,13,4198.5,5,5,5,555,15,3,Champions
C0876,Amit Sharma,amit.sharma27@example.com,2025-12-06,United States,15,5,385.07,5,4,4,544,13,1,Loyalists
C0877,Jessica Roy,jessica.roy66@example.com,2025-11-15,India,182,1,22.07,1,1,1,111,3,2,Lost Customers
C0878,Diya Bose,diya.bose53@example.com,2025-04-04,India,357,1,49.23,1,1,1,111,3,2,Lost Customers
C0879,Lisa Mishra,lisa.mishra44@example.com,2025-07-17,United Kingdom,10,4,381.83,5,3,4,534,12,1,Loyalists
C0880,Rajesh Mukherjee,rajesh.mukherjee93@example.com,2026-02-13,India,1,4,276.14,5,3,3,533,11,1,Loyalists
C0881,Meera Mehta,meera.mehta30@example.com,2025-02-23,United States,196,1,25.9,1,1,1,111,3,2,Lost Customers
C0882,Deepak Taylor,deepak.taylor82@example.com,2025-12-14,United States,98,4,334.84000000000003,2,3,4,234,9,0,At Risk Customers
C0883,Kiran Das,kiran.das55@example.com,2025-11-10,India,16,5,335.96,5,4,4,544,13,1,Loyalists
C0884,Meera Taylor,meera.taylor72@example.com,2025-02-27,Canada,115,6,921.49,2,4,4,244,10,0,At Risk Customers
C0885,Richard Gupta,richard.gupta18@example.com,2025-05-14,United Kingdom,3,4,514.8199999999999,5,3,4,534,12,1,Loyalists
C0886,Aarav Jackson,aarav.jackson83@example.com,2026-01-06,United States,7,7,919.0799999999999,5,5,4,554,14,3,Champions
C0887,Jessica Jackson,jessica.jackson76@example.com,2025-12-19,United Kingdom,3,20,6837.900000000001,5,5,5,555,15,3,Champions
C0888,Isha Banerjee,isha.banerjee94@example.com,2026-01-08,India,49,1,79.27,3,1,1,311,5,2,Lost Customers
C0889,Robert Das,robert.das29@example.com,2025-10-13,Canada,97,2,120.84,2,2,2,222,6,2,Lost Customers
C0890,Kiran Mehta,kiran.mehta11@example.com,2025-11-26,Australia,79,2,147.8,3,2,2,322,7,0,At Risk Customers
C0891,Sunita Taylor,sunita.taylor73@example.com,2025-03-26,India,228,4,321.72,1,3,4,134,8,0,At Risk Customers
C0892,Priya Kumar,priya.kumar40@example.com,2025-06-19,Singapore,80,2,114.79,3,2,2,322,7,2,Lost Customers
C0893,Ananya Thomas,ananya.thomas38@example.com,2025-10-09,United States,9,10,1708.15,5,5,5,555,15,3,Champions
C0894,Lisa Garcia,lisa.garcia20@example.com,2025-08-24,United States,23,8,2913.21,4,5,5,455,14,3,Champions
C0895,Gita Chatterjee,gita.chatterjee21@example.com,2025-09-13,United States,5,20,6584.56,5,5,5,555,15,3,Champions
C0896,Kabir Anderson,kabir.anderson93@example.com,2025-01-10,India,91,5,403.97,2,4,4,244,10,0,At Risk Customers
C0897,Thomas Gupta,thomas.gupta81@example.com,2025-10-09,India,7,5,914.71,5,4,4,544,13,1,Loyalists
C0898,Diya Young,diya.young89@example.com,2025-11-23,India,17,1,41.57,5,1,1,511,7,2,Lost Customers
C0899,Sunita Harris,sunita.harris36@example.com,2025-12-02,United Kingdom,135,5,282.40999999999997,2,4,3,243,9,0,At Risk Customers
C0900,Jessica Bose,jessica.bose16@example.com,2025-04-25,France,334,2,153.76,1,2,2,122,5,2,Lost Customers
C0901,Jessica Harris,jessica.harris89@example.com,2025-11-04,United States,1,6,862.01,5,4,4,544,13,1,Loyalists
C0902,Karen Chatterjee,karen.chatterjee24@example.com,2025-02-19,Germany,210,2,125.46000000000001,1,2,2,122,5,2,Lost Customers
